id,address,city,latitude,longitude,name,zip_code,state
1,800 N Canal Blvd,Thibodaux,29.814697,-90.814742,SONIC Drive In,70301,LA
2,800 N Canal Blvd,Thibodaux,29.814697,-90.814742,SONIC Drive In,70301,LA
3,206 Wears Valley Rd,Pigeon Forge,35.803788,-83.580553,Taco Bell,37863,TN
4,3652 Parkway,Pigeon Forge,35.782339,-83.551408,Arby's,37863,TN
5,2118 Mt Zion Parkway,Morrow,33.562738,-84.321143,Steak 'n Shake,30260,GA
6,9768 Grand River Ave,Detroit,42.368823,-83.138251,Wendy's,48204,MI
7,13600 W McNichols Rd,Detroit,42.416819,-83.180444,Burger King,48235,MI
8,4111 Oceanside Blvd,Oceanside,33.205722,-117.288645,Chipotle Mexican Grill,92056,CA
9,162 Old Country Rd,Riverhead,40.937359,-72.650142,7-Eleven,11901,NY
10,1407 S Stockton Ave,Monahans,31.580721,-102.891455,Dairy Queen,79756,TX
11,208 W Mason St,Mabank,32.36602,-96.103364,Dairy Queen,75147,TX
12,5801 Highway 6,Missouri City,29.570079,-95.568166,Dairy Queen,77459,TX
13,3454 Manchester Rd,Akron,41.005682,-81.555774,Mr. Hero,44319,OH
14,1500 E Main St,Eastland,32.401088,-98.790162,Golden Chick,76448,TX
15,1190 W Foothill Blvd,Azusa,34.133291,-117.924566,Carl's Jr,91702,CA
16,601 N Main St,Summerville,33.026572,-80.169733,Checkers,29483,SC
17,1927 Woodville Road,Oregon,41.627298,-83.502436,Rally's,43616,OH
18,6316 W 89th St,Los Angeles,33.955923,-118.396443,Togo's,90045,CA
19,3105 Highway 80 E,Pearl,32.282328,-90.11677,Rally's,39208,MS
20,2860 E Paris Ave SE,Grand Rapids,42.91147,-85.56812,Checkers,49512,MI
21,2424 E State Road 44,Shelbyville,39.523704,-85.743659,Rally's,46176,IN
22,1611 Broadway,Brooklyn,40.685506,-73.914457,Checkers,11207,NY
23,1720 Walton Way,Augusta,33.475292,-81.995946,Checkers,30904,GA
24,17620 Grand River Ave,Detroit,42.400037,-83.21574,Checkers,48227,MI
25,196 Massachusetts Ave,Arlington,42.405651,-71.14212,Little Q Hot Pot,2474,MA
26,1224 State St,Schenectady,42.79792,-73.924364,McDonald's,12304,NY
27,1232 Ulster Ave,Kingston,41.967079,-73.988583,McDonald's,12401,NY
28,1188 Avenue of The Americas,New York,40.757558,-73.981671,McDonald's,10036,NY
29,114 Delancey St,New York,40.718943,-73.988306,McDonald's,10002,NY
30,1050 Front St,Uniondale,40.709646,-73.591453,McDonald's,11553,NY
31,105 Jericho Tpke,Jericho,40.780233,-73.55934,McDonald's,11753,NY
32,105 Jericho Tpke,Jericho,40.780233,-73.55934,McDonald's,11753,NY
33,106 Wolf Rd,Albany,42.716812,-73.809319,McDonald's,12205,NY
34,101 E 170th St,Bronx,40.839569,-73.915927,McDonald's,10452,NY
35,103 Brookview Dr,Schenectady,42.741061,-73.913673,McDonald's,12303,NY
36,1028 Mckinley Pkwy,Buffalo,42.857899,-78.825089,McDonald's,14220,NY
37,10 Main St,Tonawanda,43.021019,-78.878167,McDonald's,14150,NY
38,300 Mishawum Rd,Woburn,42.503903,-71.132748,McDonald's,1801,MA
39,1190 Providence Rd,Whitinsville,42.125526,-71.645913,McDonald's,1588,MA
40,212 Main St,Wilmington,42.557448,-71.181499,McDonald's,1887,MA
41,44 E Main St,Webster,42.055826,-71.873999,McDonald's,1570,MA
42,789 Main St,Waltham,42.376247,-71.241667,McDonald's,2451,MA
43,20 Main St,Townsend,42.650503,-71.662674,McDonald's,1469,MA
44,595 Main St,Walpole,42.157222,-71.243549,McDonald's,2081,MA
45,282 Winthrop St,Taunton,41.88896,-71.120789,McDonald's,2780,MA
46,660 Liberty St,Springfield,42.12193,-72.584242,McDonald's,1104,MA
47,360 Main St,Springfield,42.091561,-72.579647,McDonald's,1105,MA
48,2392 Main St,Springfield,42.111552,-72.603359,McDonald's,1107,MA
49,1402 Allen St,Springfield,42.095053,-72.512539,McDonald's,1118,MA
50,1610 Boston Rd,Springfield,42.142989,-72.48923,McDonald's,1129,MA
51,59 W Main St,Spencer,42.23341,-72.012516,McDonald's,1562,MA
52,59 W Main St,Spencer,42.23341,-72.012516,McDonald's,1562,MA
53,1433 SW 107th Ave,Miami,25.754984,-80.368058,Five Guys,33174,FL
54,1601 W Kirby St,Wylie,33.007329,-96.554127,Taco Bell,75098,TX
55,7425 S Broadway Ave,Tyler,32.274786,-95.306757,Taco Bell,75703,TX
56,100 Business Loop 70 E,Columbia,38.964944,-92.336364,Burger King,65203,MO
57,615 Martin Luther King Jr Blvd,Savannah,32.070343,-81.101032,Wendy's,31401,GA
58,1123 Roswell Rd,Marietta,33.95111,-84.518962,Wendy's,30062,GA
59,273 Keys Ferry St,McDonough,33.446887,-84.138326,Wendy's,30253,GA
60,1117 W Spring St,Monroe,33.792748,-83.731443,Wendy's,30655,GA
61,430 S Belair Rd,Augusta,33.486344,-82.13351,Wendy's,30907,GA
62,2341 N Columbia St,Milledgeville,33.108582,-83.254192,Wendy's,31061,GA
63,260 Cooper Rd,Loganville,33.880381,-83.939657,Wendy's,30052,GA
64,4331 Atlanta Hwy,Loganville,33.839726,-83.905798,Wendy's,30052,GA
65,3015 Panola Rd,Lithonia,33.699522,-84.17274,Wendy's,30038,GA
66,184 Endicott St,Danvers,42.547923,-70.942014,Burger King,1923,MA
67,1291 Boston Rd,Springfield,42.140526,-72.50087,Boston Road Pizza,1119,MA
68,6134 State Route 14,Ravenna,41.157059,-81.219054,McDonald's,44266,OH
69,4402 Little Rd,Arlington,32.679467,-97.195027,Boston Market,76016,TX
70,15 Highland Ave,Attleboro,41.92023235,-71.35787658,D'Angelo Grilled Sandwiches,2703,MA
71,2992 Jamacha Rd,El Cajon,32.739923,-116.942156,Burger King,92019,CA
72,706 Fletcher Pkwy,El Cajon,32.80827,-116.97137,Boston Market,92020,CA
73,706 Fletcher Pkwy,El Cajon,32.80827,-116.97137,Boston Market,92020,CA
74,822 N Johnson Ave,El Cajon,32.805945,-116.971542,Burger King,92020,CA
75,2819 Easton Rd,Willow Grove,40.170877,-75.127393,Nino's Pizzarama,19090,PA
76,8924 Sierra Ave,Fontana,34.091528,-117.43637,Carl's Jr,92335,CA
77,18025 Ventura Blvd,Encino,34.16469,-118.52474,Carl's Jr,91316,CA
78,242 N El Camino Real,Encinitas,33.051949,-117.260994,Burger King,92024,CA
79,9002 Firestone Blvd,Downey,33.93527552,-118.1238946,Carl's Jr,90241,CA
80,9110 Imperial Hwy,Downey,33.91684597,-118.1337577,Carl's Jr,90242,CA
81,962 Garnet Ave,San Diego,32.797188,-117.2525,Filippi's Pizza Grotto,92109,CA
82,7011 Barker Cypress Rd,Cypress,29.88081,-95.683922,Burger King,77433,TX
83,7011 Barker Cypress Rd,Cypress,29.88081,-95.683922,Burger King,77433,TX
84,2180 Contra Costa Blvd,Pleasant Hill,37.946879,-122.060174,Boston Market,94523,CA
85,3035 Castro Valley Blvd,Castro Valley,37.695437,-122.081735,Jack in the Box,94546,CA
86,4302 Moorpark Ave,San Jose,37.315904,-121.977843,Round Table Pizza,95129,CA
87,1751 S Alameda St,Compton,33.894566,-118.220228,El Pollo Loco,90220,CA
88,2244 Otay Lakes Rd,Chula Vista,32.646857,-116.967527,Arby's,91915,CA
89,962 East Ave,Chico,39.76117,-121.842187,Burger King,95926,CA
90,1170 W Branch St,Arroyo Grande,35.1273,-120.598,In-N-Out Burger,93420,CA
91,73196 Highway 111,Palm Desert,33.72118,-116.38791,Copper Oven Artisan Pizza,92260,CA
92,20900 Roscoe Blvd,Canoga Park,34.218957,-118.58903,Carl's Jr,91304,CA
93,1760 41st Ave,Capitola,36.975287,-121.963929,McDonald's,95010,CA
94,401 Las Posas Rd,Camarillo,34.221478,-119.070243,Carl's Jr,93010,CA
95,2871 Lenwood Rd,Barstow,34.867566,-117.114747,Del Taco,92311,CA
96,12690 Ramona Blvd,Baldwin Park,34.077713,-117.996169,Del Taco,91706,CA
97,1210 N Hacienda Blvd,La Puente,34.0422696,-117.9493495,Little Caesars Pizza,91744,CA
98,562 N Main St,Bishop,37.365314,-118.39508,McDonald's,93514,CA
99,1310 E Lamar St,Americus,32.07128,-84.216974,McDonald's,31709,GA
100,2009 E Greenville St,Anderson,34.54701,-82.6319,Burger King,29621,SC
101,2521 W Commonwealth Ave,Alhambra,34.088183,-118.151437,Carl's Jr,91803,CA
102,3450 Wrightsboro Rd Ste 2340,Augusta,33.46734,-82.07989,Sbarro,30909,GA
103,810 Oak Ave,Neoga,39.321895,-88.451273,Casey's General Store,62447,IL
104,701 S Van Buren St,Newton,38.983809,-88.161001,Casey's General Store,62448,IL
105,9175 De Soto Ave,Chatsworth,34.23765,-118.58919,Chipotle Mexican Grill,91311,CA
106,328 N Main St,Cedartown,34.017911,-85.253614,McDonald's,30125,GA
107,3025 Main St,Glastonbury,41.726353,-72.617608,Burger King,6033,CT
108,2834 Main St,Glastonbury,41.720514,-72.614164,Boston Market,6033,CT
109,605 E Broadway St,Campbellsville,37.346447,-85.337368,McDonald's,42718,KY
110,1602 E Broadway St,Campbellsville,37.357213,-85.323654,SUBWAY,42718,KY
111,1475 Holiday Ln,Fairfield,38.259527,-122.062146,Burger King,94534,CA
112,1442 Winchester Ave,Ashland,38.4791,-82.6411,Fat Patty's,41101,KY
113,12759 Us Route 60,Ashland,38.3887,-82.7156,Dairy Queen,41102,KY
114,1439 S US Highway 1,Fort Pierce,27.4357,-80.326,Pizza Hut,34950,FL
115,12915 Cortez Blvd,Brooksville,28.534187,-82.516103,Arby's,34613,FL
116,11671 Se Federal Hwy,Hobe Sound,27.06168,-80.13746,McDonald's,33455,FL
117,8792 Navarre Pkwy,Navarre,30.403772,-86.85506,Culver's,32566,FL
118,825 E 49th St,Hialeah,25.867613,-80.266376,Burger King,33013,FL
119,2750 W 68th St Ste 104,Hialeah,25.882938,-80.33868,Pizza Hut,33016,FL
120,36172 Hwy 27,Haines City,28.125757,-81.64043,Dairy Queen,33844,FL
121,52 Tuscan Way Ste 208,Saint Augustine,29.96174,-81.49109,Pizza Hut,32092,FL
122,1232 Providence Blvd,Deltona,28.8829,-81.2413,KFC,32725,FL
123,2370 US Highway 331 S,DeFuniak Springs,30.68782,-86.12318,McDonald's,32435,FL
124,1508 US Highway 331 S,DeFuniak Springs,30.70032,-86.12317,SONIC Drive-In,32435,FL
125,2434 US Highway 331 S,DeFuniak Springs,30.68693,-86.12329,Whataburger,32435,FL
126,9975 Corkscrew Rd,Estero,26.432003,-81.789408,Arby's,33928,FL
127,519 Brandon Town Center Mall,Brandon,27.928097,-82.324836,Chick-Fil-A,33511,FL
128,865 S Main St,Belle Glade,26.67511,-80.67,Taco Bell,33430,FL
129,339 US Highway 27 S,Avon Park,27.596742,-81.494029,McDonald's,33825,FL
130,1498 US Highway 17 N,Wauchula,27.56904,-81.81521,Pizza Hut,33873,FL
131,1608 W Orange Blossom Trl,Apopka,28.68587218,-81.53919026,Firehouse Subs,32712,FL
132,460 Airways Ave,Savannah,32.135603,-81.208243,Burger King,31408,GA
133,1510 N Summit St,Arkansas City,37.08012,-97.03938,SONIC Drive-In,67005,KS
134,2613 Central Ave,Dodge City,37.77885,-100.01663,McDonald's,67801,KS
135,2501 Se Delaware Ave,Ankeny,41.704627,-93.580975,Burger King,50021,IA
136,2501 Se Delaware Ave,Ankeny,41.704627,-93.580975,Burger King,50021,IA
137,134 W Kamehameha Ave,Kahului,20.8874,-156.4698,Cupie's Drive-In,96732,HI
138,230 S Duff Ave,Ames,42.02045,-93.60967,Chick-Fil-A,50010,IA
139,2817 E 13th St,Ames,42.03511,-93.57344,Burger King,50010,IA
140,1020 E 1st St,Ankeny,41.732374,-93.582329,Burger King,50021,IA
141,2450 S Vista Ave,Boise,43.580339,-116.213106,Pizza Hut,83705,ID
142,1807 N Church St,Burlington,36.09503,-79.408,Burger King,27217,NC
143,2535 18th St,Bettendorf,41.548648,-90.504798,Dairy Queen,52722,IA
144,9320 Steele Creek Rd,Charlotte,35.16361,-80.96889,McDonald's,28273,NC
145,9640 Mariposa Rd,Hesperia,34.425812,-117.378018,Burger King,92344,CA
146,17021 Main St,Hesperia,34.419638,-117.291579,Burger King,92345,CA
147,14485 Inglewood Ave,Hawthorne,33.899881,-118.361657,Del Taco,90250,CA
148,18070 Chatsworth St,Granada Hills,34.264517,-118.526782,Del Taco,91344,CA
149,1200 Forrest Ave,Dover,39.158375,-75.550267,Arby's,19904,DE
150,1200 Forrest Ave,Dover,39.158375,-75.550267,Arby's,19904,DE
151,300 Mccarter Rd,Fountain Inn,34.68534,-82.19727,McDonald's,29644,SC
152,2040 Cumberland St,Lebanon,40.33873,-76.447826,Burger King,17042,PA
153,1451 Quentin Rd,Lebanon,40.31787,-76.42396,Chipotle Mexican Grill,17042,PA
154,609 Naamans Rd,Claymont,39.81718,-75.45715,Taco Bell,19703,DE
155,5800 W Chandler Blvd,Chandler,33.30628,-111.94409,Pizza Hut,85226,AZ
156,1205 Commons Cir,Plover,44.49541,-89.51668,McDonald's,54467,WI
157,1099 S Blackhawk St,Aurora,39.697205,-104.824323,Arby's,80012,CO
158,406 N Pershing St,Energy,37.77743,-89.02603,Primo's Pizza,62933,IL
159,201 Lee Town Rd,Pea Ridge,36.44176,-94.114426,Simple Simon's Pizza,72751,AR
160,3067 Wilma Rudolph Blvd,Clarksville,36.594351,-87.287425,Arby's,37040,TN
161,1635 W State St,Alliance,40.90199,-81.12966,Dairy Queen,44601,OH
162,5311 Highway 5 N Ste 240,Bryant,34.623,-92.50348,CASA Mexicana,72022,AR
163,3001 N Reynolds Rd,Bryant,34.623419,-92.499052,Burger King,72022,AR
164,2275 E Butler Ave,Flagstaff,35.192109,-111.624197,Burger King,86004,AZ
165,1818 6th St,Brookings,44.31095,-96.77414,Arby's,57006,SD
166,1818 6th St,Brookings,44.31095,-96.77414,Arby's,57006,SD
167,3051 W Apache Trl,Apache Junction,33.41508,-111.57884,KFC,85120,AZ
168,Route 52 Airport Square,Bluefield,37.28415,-81.25128,Burger King,24701,WV
169,102 Harper Park Dr,Beckley,37.793559,-81.217557,Bob Evans,25801,WV
170,1912 Harper Rd,Beckley,37.790326,-81.210547,Pizza Hut,25801,WV
171,1855 Deerfield Rd,Highland Park,42.17114472,-87.82489848,Players Grill,60035,IL
172,3 Clarksburg Rd,Buckhannon,38.997749,-80.233242,Burger King,26201,WV
173,302 Yellowstone Ave,Cody,44.51606,-109.08971,Arby's,82414,WY
174,1902 Mountain View Dr,Cody,44.51459,-109.05084,Burger King,82414,WY
175,5320 Yellowstone Rd,Cheyenne,41.16767,-104.828636,Pizza Hut,82009,WY
176,1100 Poplar View Ln N,Collierville,35.0492,-89.69907,Back Yard Burgers,38017,TN
177,967 W Poplar Ave,Collierville,35.04561,-89.6942,Arby's,38017,TN
178,2607 Cy Ave,Casper,42.82804,-106.354802,Arby's,82604,WY
179,1860 N Germantown Pkwy,Cordova,35.175914,-89.792333,Arby's,38016,TN
180,310 W Grand Xing,Mobridge,45.53751,-100.43688,SUBWAY,57601,SD
181,1502 N Clinton St,Defiance,41.303027,-84.361279,Arby's,43512,OH
182,1133 N Clinton St,Defiance,41.301426,-84.360818,Pizza Hut,43512,OH
183,11 W Dayton Yellow Springs Rd,Fairborn,39.783394,-84.006478,Pizza Hut,45324,OH
184,1205 6th Ave Se,Aberdeen,45.459587,-98.469823,Arby's,57401,SD
185,2260 Highway 394,Blountville,36.524041,-82.312707,McDonald's,37617,TN
186,214 Carolina Pottery Dr,Blountville,36.534114,-82.390053,McDonald's,37617,TN
187,1313 Highway 394,Blountville,36.541865,-82.33235,Arby's,37617,TN
188,1313 Highway 394,Blountville,36.541865,-82.33235,Arby's,37617,TN
189,100 Prince Royal Dr,Berea,37.568606,-84.311046,Burger King,40403,KY
190,16311 State Route 267,East Liverpool,40.66428,-80.62041,Italo's Pizza,43920,OH
191,900 W 8th St,East Liverpool,40.62539,-80.59109,Dairy Queen,43920,OH
192,723 Saratoga Ave,Lima,40.73101,-84.07296,Hunan Gardens,45804,OH
193,23777 Us Route 23,Circleville,39.58426871,-82.95390414,Burger King,43113,OH
194,414 Water St,Chardon,41.580901,-81.210168,Burger King,44024,OH
195,2005 S Main St,Bellefontaine,40.331939,-83.761451,Burger King,43311,OH
196,2000 E Edgerton Rd,Broadview Heights,41.29553,-81.67674,Burger King,44147,OH
197,10037 Broadview Rd,Broadview Heights,41.293022,-81.68467,Burger King,44147,OH
198,475 Chippewa Mall Dr,Chippewa Falls,44.92456,-91.38189,Toppers Pizza,54729,WI
199,212 S 7th St,Delavan,42.63089,-88.63918,Hernandez Mexican Restaurant,53115,WI
200,1931 E Geneva St,Delavan,42.627712,-88.621712,Culver's,53115,WI
201,2680 Market St,Christiansburg,37.16537,-80.422283,Burger King,24073,VA
202,2650 Market St,Christiansburg,37.166086,-80.422225,Arby's,24073,VA
203,2680 Market St,Christiansburg,37.16537,-80.422283,Burger King,24073,VA
204,1004 S Main St,Farmville,37.289041,-78.397491,Burger King,23901,VA
205,1709 Allied Ln,Charlottesville,38.04129,-78.47775,Glorious Foods Gourmet to go & Catering,22903,VA
206,1835 Ne Division St,Gresham,45.50516,-122.41273,Little Caesars Pizza,97030,OR
207,9575 Dyer St,El Paso,31.88498,-106.418612,Arby's,79924,TX
208,2202 N Richmond Rd,Wharton,29.33102,-96.09457,Pizza Hut,77488,TX
209,3120 W Fm 120,Denison,33.762134,-96.581587,Burger King,75020,TX
210,1705 Expressway 83,Penitas,26.243395,-98.4423,McDonald's,78576,TX
211,2280 E Garrison St,Eagle Pass,28.70574,-100.48395,Burger King,78852,TX
212,2207 Veterans Blvd,Del Rio,29.38843,-100.90521,Chick-Fil-A,78840,TX
213,2208 Highway 21 E,Bryan,30.69488984,-96.36236943,Burger King,77803,TX
214,1216 W Henderson St,Cleburne,32.342149,-97.402765,Schlotzsky's,76033,TX
215,801 Ne Alsbury Blvd,Burleson,32.563248,-97.322393,Arby's,76028,TX
216,1105 N Burleson Blvd,Burleson,32.566362,-97.319315,Chick-Fil-A,76028,TX
217,5301 Bellaire Blvd,Bellaire,29.70529415,-95.4730184,Burger King,77401,TX
218,3824 S Clack St,Abilene,32.405234,-99.764985,Arby's,79606,TX
219,2305 N Saint Marys St,Beeville,28.421414,-97.756843,Golden Chick,78102,TX
220,90571 Main St,Pettus,28.847141,-97.44154,Dairy Queen,78146,TX
221,210 W Sinton St,Sinton,28.03704,-97.51219,Pizza Hut,78387,TX
222,96 Cannan Dr,Angleton,29.18105,-95.44666,Chicken Express,77515,TX
223,1890 Bethlehem Pike,Flourtown,40.111177,-75.214144,McDonald's,19031,PA
224,707 Washington Ave,Chestertown,39.224652,-76.06993,Arby's,21620,MD
225,707 Washington Ave,Chestertown,39.224652,-76.06993,Arby's,21620,MD
226,1201 E Main St,Alice,27.75366,-98.06131,Big House Burgers,78332,TX
227,8586 S Orange Blossom Trl,Orlando,28.44004,-81.4037,Arby's,32809,FL
228,6385 Dobbin Rd,Columbia,39.196116,-76.82101,McDonald's,21045,MD
229,6241 Washington Blvd,Elkridge,39.208926,-76.724769,Burger King,21075,MD
230,505 S Oxford Valley Rd,Fairless Hills,40.169035,-74.849233,Arby's,19030,PA
231,505 S Oxford Valley Rd,Fairless Hills,40.169035,-74.849233,Arby's,19030,PA
232,888 E Main St,Ephrata,40.164651,-76.154297,Arby's,17522,PA
233,1247 Theatre Dr,Ottumwa,41.01903,-92.43745,Pizza Hut,52501,IA
234,470 Cummings St,Abingdon,36.705143,-81.974501,Arby's,24210,VA
235,470 Cummings St,Abingdon,36.705143,-81.974501,Arby's,24210,VA
236,6308 Richmond Hwy,Alexandria,38.78022,-77.07939,Jerry's Subs & Pizza,22306,VA
237,6308 Richmond Hwy,Alexandria,38.78022,-77.07939,Jerry's Subs & Pizza,22306,VA
238,1104 W High St,Ebensburg,40.48025,-78.73658,Fox's Pizza Den,15931,PA
239,285 Jamesway Rd,Ebensburg,40.47425,-78.74575,Burger King,15931,PA
240,4105 Peach St,Erie,42.092031,-80.084087,Arby's,16509,PA
241,3720 Pine Ave,Erie,42.108355,-80.050799,Arby's,16504,PA
242,4868 Houston Rd,Florence,39.019712,-84.628729,Burger King,41042,KY
243,105 S 3rd St,Coopersburg,40.509286,-75.385827,Burger King,18036,PA
244,1306 E Main St,Clarion,41.20821,-79.36712,Pizza Pub,16214,PA
245,4205 Washington Rd,Canonsburg,40.26269,-80.13373,Grande Italian Restaurant,15317,PA
246,453 Valley Brook Rd Ste 200,Canonsburg,40.28079,-80.08363,Pizza Hut,15317,PA
247,1208 W Front St,Berwick,41.049741,-76.252443,Burger King,18603,PA
248,4960 Library Rd,Bethel Park,40.34341,-80.02729,Pizza Hut,15102,PA
249,9 Hudson Hollow Rd,Frankfort,38.178962,-84.894596,Burger King,40601,KY
250,1110 N 90th St,Seattle,47.69445,-122.34243,Pizza Hut,98103,WA
251,114 W Wabash Ave,Crawfordsville,40.0396,-86.9026,Arni's Crawfordsville,47933,IN
252,1518 S Washington St,Crawfordsville,40.021575,-86.903344,Arby's,47933,IN
253,3921 S 76th St,Milwaukee,42.97331,-88.00821,Pizza Hut,53220,WI
254,1075 N Fairfield Rd,Layton,41.07553,-111.95069,Arctic Circle,84041,UT
255,1607 Elkhart Rd,Goshen,41.591667,-85.855147,Pizza Hut,46526,IN
256,909 Hyatt St,Gaffney,35.077732,-81.703527,Arby's,29341,SC
257,2460 Mountain City Hwy,Elko,40.83757,-115.78954,Burger King,89801,NV
258,2598 Idaho St,Elko,40.85103,-115.74498,Pizza Barn,89801,NV
259,313 Middle Country Rd,Coram,40.869655,-72.999817,McDonald's,11727,NY
260,9711 Fort Meade Rd,Laurel,39.095464,-76.837806,Jerry's Subs & Pizza,20707,MD
261,778 Brookway Blvd,Brookhaven,31.579563,-90.459029,Burger King,39601,MS
262,92 W Market St,Corning,42.1439,-77.0583,Rico's Pizza & Subs,14830,NY
263,2 Wicks Blvd,Corning,42.13151,-77.03608,B's Pizza,14830,NY
264,1104 Sunrise Hwy,Amityville,40.689896,-73.408119,Burger King,11701,NY
265,425 E Main St,Pickens,34.884512,-82.70476,McDonald's,29671,SC
266,106 Garner Rd,Spartanburg,34.966901,-81.929552,McDonald's,29303,SC
267,2619 Brandermill Blvd,Gambrills,39.037925,-76.678372,Burger King,21054,MD
268,613 E 4th Ave,Red Springs,34.811406,-79.174756,McDonald's,28377,NC
269,104 School St,Glen Cove,40.8672,-73.6307,Domino's Pizza,11542,NY
270,2789 Interstate Highway 20,Van,32.499851,-95.596225,Dairy Queen,75790,TX
271,2789 Interstate Highway 20,Van,32.499851,-95.596225,Dairy Queen,75790,TX
272,111 State Highway 239 E,Tivoli,28.453429,-96.888108,Dairy Queen,77990,TX
273,1301 N Dickinson Dr,Rusk,31.802884,-95.148673,Dairy Queen,75785,TX
274,300 S Main St,Borger,35.663865,-101.389964,Dairy Queen,79007,TX
275,900 Highway 80,San Marcos,29.689434,-97.667085,Dairy Queen,78666,TX
276,849 E Commerce St,San Antonio,29.42306,-98.484173,Dairy Queen,78205,TX
277,2282 SE Military Dr,San Antonio,29.351346,-98.458339,Dairy Queen,78223,TX
278,2188 Great Neck Sq,Virginia Beach,36.875281,-76.038915,Hardee's,23454,VA
279,505 W 21st St,Norfolk,36.869021,-76.291956,Hardee's,23517,VA
280,5000 W Broad St,Richmond,37.585167,-77.496783,Hardee's,23230,VA
281,3011 Hershberger Rd NW,Roanoke,37.303452,-79.983783,Hardee's,24017,VA
282,850 London Blvd,Portsmouth,36.836845,-76.308136,Hardee's,23704,VA
283,1032 E Main St,Pulaski,37.048369,-80.759749,Hardee's,24301,VA
284,8405 Hampton Blvd,Norfolk,36.929187,-76.317875,Hardee's,23505,VA
285,430 Denbigh Blvd,Newport News,37.131199,-76.532961,Hardee's,23608,VA
286,3750 Candlers Mountain Rd,Lynchburg,37.365812,-79.172249,Hardee's,24502,VA
287,501 S Hicks St,Lawrenceville,36.752234,-77.852597,Hardee's,23868,VA
288,2231 Langhorne Rd,Lynchburg,37.412957,-79.173991,Hardee's,24501,VA
289,2310 E Overland Rd,Meridian,43.590779,-116.365124,Port of Subs,83642,ID
290,3635 S Rainbow Blvd,Las Vegas,36.121721,-115.243007,Port of Subs,89103,NV
291,8552 W Lake Mead Blvd,Las Vegas,36.1991,-115.281057,Port of Subs,89128,NV
292,9101 W Sahara Ave,Las Vegas,36.14391,-115.295979,Port of Subs,89117,NV
293,35 Dayton Valley Rd,Dayton,39.237101,-119.58641,Port of Subs,89403,NV
294,45201 Schoenherr Rd,Utica,42.62877,-82.993912,Taco Bell,48315,MI
295,3860 S State Rd,Ann Arbor,42.230907,-83.739813,Taco Bell,48108,MI
296,9640 Hageman Rd,Bakersfield,35.398432,-119.109364,Taco Bell,93312,CA
297,6255 Central Ave,Portage,41.575923,-87.173196,Dairy Queen,46368,IN
298,6801 Highway 41 N,Evansville,38.040812,-87.540047,Dairy Queen,47711,IN
299,3826 English Ave,Indianapolis,39.760374,-86.101163,Dairy Queen,46201,IN
300,3303 Lincolnway E,Mishawaka,41.66294,-86.12615,Dairy Queen,46544,IN
301,4830 University Dr,Evansville,37.977571,-87.634586,Dairy Queen,47712,IN
302,309 State Road 13 N,North Manchester,41.016468,-85.759674,Dairy Queen,46962,IN
303,3302 Kamer Miller Rd,New Albany,38.346607,-85.797911,Dairy Queen,47150,IN
304,32940 Michigan Ave,Wayne,42.283657,-83.363898,Taco Bell,48184,MI
305,913 Charleston Ave,Mattoon,39.481538,-88.364454,Dairy Queen,61938,IL
306,5636 W Irving Park Rd,Chicago,41.953301,-87.767849,Dairy Queen,60634,IL
307,685 W Main St,El Paso,40.737017,-89.026139,Dairy Queen,61738,IL
308,601 E Oak St,Mahomet,40.191908,-88.401881,Dairy Queen,61853,IL
309,35 White St,Cambridge,42.389162,-71.11789,McDonald's,2140,MA
310,50 Milk St,Boston,42.357,-71.057588,Milk Street Cafe,2109,MA
311,340 Longwood Ave,Boston,42.338242,-71.106394,McDonald's,2115,MA
312,2306 Dix Hwy,Lincoln Park,42.25059,-83.195322,Taco Bell,48146,MI
313,1108 Lincoln Way East,Massillon,40.80019,-81.511421,Taco Bell,44646,OH
314,705 York Road,Kings Mountain,35.231412,-81.332652,Taco Bell,28086,NC
315,401 S 2nd St,Pekin,40.566695,-89.653915,Dairy Queen,61554,IL
316,4204 N Sheridan Rd,Peoria,40.738856,-89.602672,Dairy Queen,61614,IL
317,1084 S Gilbert Suite 601,Gilbert,33.334671,-111.790032,Pei Wei,85296,AZ
318,401 S 6th St,Petersburg,40.008448,-89.848308,Dairy Queen,62675,IL
319,4605 E Maryland St,Decatur,39.819918,-88.883699,Dairy Queen,62521,IL
320,3106 3 Oaks Rd,Cary,42.219047,-88.258381,Dairy Queen,60013,IL
321,316 N Main St,Monmouth,40.914208,-90.648196,Dairy Queen,61462,IL
322,201 E Deyoung St,Marion,37.740923,-88.925396,Dairy Queen,62959,IL
323,201 E Deyoung St,Marion,37.740923,-88.925396,Dairy Queen,62959,IL
324,1453 Grandview Ave,Columbus,39.987216,-83.044532,W.G. Grinders,43212,OH
325,4967 Eagle Rock Blvd,Los Angeles,34.136803,-118.215193,Foster's Freeze,90041,CA
326,120 N Division Ave,Polo,41.986872,-89.578918,Caseys Carry Out Pizza,61064,IL
327,526 E Carl Albert Pkwy,McAlester,34.93126,-95.763988,Tastee Freez,74501,OK
328,945 W Memorial Rd,Oklahoma City,35.609104,-97.529511,Taco Bueno,73114,OK
329,1737 N University Ave,Lafayette,30.252668,-92.037149,McDonald's,70507,LA
330,249 E State St,Montrose,43.176212,-83.887437,McDonald's,48457,MI
331,8010 Sudley Rd,Manassas,38.78166,-77.51244,Wendy's,20109,VA
